X,Z
12EEE4D9,29774C92
2F4F1A92,37A2D114
98F18FF1,FFFFFFFF
9FAD8511,FFFFFFFF
5C70E0EE,4E2F977D
1F4DE802,2FA25867
AECA55A1,FFFFFFFF
73DF97D4,59EF3F9B
7D3444D5,5E97E714
697C0BE9,54B39DBB
75A0C3D6,5ACADE77
68A55A75,544DBE61
13A09E8F,29CAC6F1
56B502E2,4B5743C2
6B99A450,55C652E2
58957233,4C4398D7
02D05BFD,2166F45B
6A218B11,550FCBFE
B67BA178,FFFFFFFF
B1CB74C2,FFFFFFFF
B60C8AD5,FFFFFFFF
597452D3,4CB0D7C8
F1B6B1EF,FFFFFFFF
9F923E3B,FFFFFFFF
9E91BD7A,FFFFFFFF
8119F034,FFFFFFFF
8C273372,FFFFFFFF
A165197C,FFFFFFFF
FC038810,FFFFFFFF
28A3B10F,344CB50E
1436C515,2A18F3E7
2DE6B34C,36F3056C
04F13E3B,22788314
42588C2C,41267CCC
A159D541,FFFFFFFF
9E4468C6,FFFFFFFF
E39155F9,FFFFFFFF
02C6FCB9,2161B355
4D50BDD5,46A3758F
69B0CBD8,54D4BE5D
A4AFAF18,FFFFFFFF
FD743541,FFFFFFFF
321FCC58,390F04A1
D73AB447,FFFFFFFF
170E1A9A,2B86DE22
8FD74D06,FFFFFFFF
34DE7A77,3A6EA6BE
876FA961,FFFFFFFF
6B5D3D8D,55A84826
1B2793DA,2D92753B
19F7FA28,2CFBF4E7
019D6FA1,20C8C1F4
B272E8B2,FFFFFFFF
068B51B0,233CDA86
93F23BF1,FFFFFFFF
EF66B5D9,FFFFFFFF
3FC9ADEF,3FE338E3
55EAA8DD,4AF51900
A5AC3CD8,FFFFFFFF
1EEEA66D,2F772C41
C13CCEB6,FFFFFFFF
AA3F71E9,FFFFFFFF
C32C1622,FFFFFFFF
53CB7EB0,49E43E1B
A88A04FA,FFFFFFFF
365E443E,3B28ABF0
6872DF6F,5430512D
69B6E697,54D862A2
FC6F9302,FFFFFFFF
D913CC21,FFFFFFFF
73FD89D3,59FEC426
71675B7A,58AC1620
68E1BB89,547063F0
B044A4F5,FFFFFFFF
72F58C00,597AB80E
B536CBEB,FFFFFFFF
FBAB8F9C,FFFFFFFF
6878C18E,54327099
1667693F,2B2C1B3F
48102930,4407D71F
649A2FC1,5246ACCC
7E152AB5,5F0A2DBF
281691EC,340AD3BC
1DF04204,2EF8010A
F393097E,FFFFFFFF
073FA47E,239C9F10
669290A3,5341B3D3
254805DF,32A00259
1D112316,2E884CA9
1B610E5E,2DA9BA0F
B0D1F7C7,FFFFFFFF
E083B6DA,FFFFFFFF
818E4BBA,FFFFFFFF
DA4F5F16,FFFFFFFF
6FE696BC,57F2F660
05DE9C64,22EEB8F0
3E6AEE53,3F2D690F
5D3E88F5,4E9C2B09
B131CFB1,FFFFFFFF
009A4BAA,2046BEC7
AD61DE81,FFFFFFFF
F9364A88,FFFFFFFF
C6AC8CD8,FFFFFFFF
2CA2FBD4,364C439D
77B8E8E1,5BD99206
BE6DDE86,FFFFFFFF
3C227E97,3E103838
5A5A55FB,4D272C6C
7736FB11,5B990A7C
426D119B,412E3295
E65590C5,FFFFFFFF
C2C8E721,FFFFFFFF
E438C703,FFFFFFFF
040A8028,22052596
BCF81E33,FFFFFFFF
34367811,3A18D3A9
EA290316,FFFFFFFF
1FD4356E,2FE91402
C43EE314,FFFFFFFF
E357F231,FFFFFFFF
36A56608,3B4DC594
1F87A397,2FBA57B9
33DBA05C,39ED1DE4
0EC4BD3C,27606C08
CB54F3C5,FFFFFFFF
8D530E45,FFFFFFFF
45EF8E61,42F7A442
333C0B1A,399B24C6
61860CEB,50B93F8E
C03566E2,FFFFFFFF
C8C09AE9,FFFFFFFF
31DE59A1,38EE9521
EBCC6AA6,FFFFFFFF
154916C5,2AA06F5B
C91E578D,FFFFFFFF
49A1929E,44CB60C5
40BD4CC3,405C2357
203E7EF2,301C26EF
6BF19C96,55F8B3A9
3B2006F2,3D8F1ED8
31363731,3898B87C
CD0746DA,FFFFFFFF
495B0517,44A76F69
434EEE5D,41A2BFB3
822CC14E,FFFFFFFF
A0269AB2,FFFFFFFF
CC699430,FFFFFFFF
DE33EE2A,FFFFFFFF
D9300D0B,FFFFFFFF
14EFC346,2A77BF97
5577B91D,4AB211A7
09E4B8D5,24F1FA17
D1F6F7A8,FFFFFFFF
FEB0606E,FFFFFFFF
DAE64FE1,FFFFFFFF
B5F7AF2D,FFFFFFFF
1137A5E5,289951DB
8CB99A71,FFFFFFFF
F92C1E9C,FFFFFFFF
B84D07F0,FFFFFFFF
5332BDF2,4997420A
77400C72,5B9CC985
25CF1E36,32E643F9
D722F9A7,FFFFFFFF
CF9E59FA,FFFFFFFF
C3EEECB2,FFFFFFFF
198B6F8B,2CBCEEC1
5BFD1E5E,4DFE8E24
F27532B7,FFFFFFFF
B9FCD03B,FFFFFFFF
4DF08537,46F823B6
1F9E39F9,2FC942CE
DFD41B88,FFFFFFFF
2A2DDF42,35152EE6
D3664421,FFFFFFFF
8E8F6A99,FFFFFFFF
61B48782,50D6FA59
308F699C,383F9BA3
2CAB0D2D,36514236
CB2E1825,FFFFFFFF
67A8D6B9,53CFE697
32B3CBAA,39568A64
6DB12CBA,56D4F8A0
EEF18D68,FFFFFFFF
27937D5F,33C25004
47438749,439E3386
28FF8E11,347FC702
1C9B050F,2E47360A
3CD9C33B,3E6C1BC7
DE92F56F,FFFFFFFF
B9A0923E,FFFFFFFF
37F4D2EB,3BFA597F
39772155,3CB1DB12
7EFB8EE1,5F7DC4F3
302DAD84,3815198E
E6453D42,FFFFFFFF
76FB8C2F,5B7DC397
14DAF969,2A6CC3B4
35DC8B54,3AED9C99
46DC7762,436D91DA
918E52E2,FFFFFFFF
27E579EA,33F26025
CFE1F581,FFFFFFFF
5570BBB6,4AAF89EC
A544911B,FFFFFFFF
656B1816,52AD7878
4A545832,4524DD27
7FF5E7BA,5FFAE6DE
4095081B,4043535D
2637AD28,331954E3
3A50C43A,3D237810
152E11C7,2A954491
5736A615,4B98E6ED
D7D3E845,FFFFFFFF
3DBBE57B,3EDB520C
D1D2ED05,FFFFFFFF
EA6964CA,FFFFFFFF
A32863B6,FFFFFFFF
D44A6825,FFFFFFFF
BD2CFEBA,FFFFFFFF
65174ECC,528B2AB3
1371F5B9,29AFFC43
FC604087,FFFFFFFF
EBAC3A82,FFFFFFFF
48EF1E81,44776A68
E0816E3A,FFFFFFFF
39E931F0,3CF454E4
5D380A12,4E997BA6
4C04E065,46026A5D
3FDA80D8,3FEC827C
0F588D12,27A67D25
9AB1EADF,FFFFFFFF
BCE62058,FFFFFFFF
BAE28B71,FFFFFFFF
A5608A4E,FFFFFFFF
490F329A,448762C0
051C85E2,228D8B7A
66C78D61,53620550
7092E0E7,5841E8D6
2D6B1EE5,36AD7AFB
34395A4F,3A1A079B
E1C4A0E5,FFFFFFFF
A97BC3FA,FFFFFFFF
D85F05F7,FFFFFFFF
70D63017,586A299B
5CF829AC,4E7C0D0A
BB554925,FFFFFFFF
790FD28D,5C87AE48
A44B15CB,FFFFFFFF
51E64B5D,48F2CEA8
14D1D829,2A67C6AE
A4EAFFA2,FFFFFFFF
65FB7ADB,52FDBADA
5528B36C,4A92F2AF
2FDD87ED,37EE2485
8A46316E,FFFFFFFF
1033F27D,2817C45F
9AC8FAF6,FFFFFFFF
3E933C44,3F42251C
5222638A,49102C36
E13188DA,FFFFFFFF
CD676335,FFFFFFFF
D1CBC501,FFFFFFFF
226AA5EB,312D4E54
968E3872,FFFFFFFF
F45A5D6F,FFFFFFFF
FB74881F,FFFFFFFF
B3E25E57,FFFFFFFF
770C3071,5B85F4BF
9346BF1E,FFFFFFFF
E3381CC8,FFFFFFFF
4453A672,42249818
13ADD69D,29D2F4D8
BEFE64F3,FFFFFFFF
35102B47,3A87D81B
0DDD2E79,26EDF46C
9C4C49F4,FFFFFFFF
CD6B392F,FFFFFFFF
2B12D5D1,35891832
5D8AE556,4EBC9108
3CB2CEE1,3E55F35D
78846587,5C381A19
B983B619,FFFFFFFF
1976FE86,2CB1CE8B
FF22219D,FFFFFFFF
87B8AB30,FFFFFFFF
101DFD33,280E34C8
E490F7C0,FFFFFFFF
7F0AF2AA,5F855C95
9C4DD9A8,FFFFFFFF
E8BDB80A,FFFFFFFF
4AB08425,45549335
139A6AFC,29C6D2F2
8F619DB7,FFFFFFFF
1B0463F4,2D822D3D
BA150E28,FFFFFFFF
A8DC9018,FFFFFFFF
BDFF49A0,FFFFFFFF
9AE162F9,FFFFFFFF
5EAFDF4D,4F542FDC
F9D6ED92,FFFFFFFF
B109DFBF,FFFFFFFF
FE060423,FFFFFFFF
629394DB,51425F7B
D985171E,FFFFFFFF
358693EB,3AB99CBE
91348D6A,FFFFFFFF
6A5F36F8,552907F0
CB35ED02,FFFFFFFF
E71D7F3F,FFFFFFFF
A156BFE6,FFFFFFFF
C413B6DF,FFFFFFFF
B7CAB5AD,FFFFFFFF
FDD71B7F,FFFFFFFF
7CAD33FD,5E529214
E99956E3,FFFFFFFF
31559F44,38A55BEE
88017CDC,FFFFFFFF
309F49D2,3849EF68
1F3854C0,2F999AC7
6FDF0300,57EEEFEE
9FA2E396,FFFFFFFF
C707EAEA,FFFFFFFF
C7F071CE,FFFFFFFF
6F84E94F,57B875A2
25A7731F,32CF0B34
EE26C319,FFFFFFFF
95D108F9,FFFFFFFF
C9B1571F,FFFFFFFF
571418D7,4B89AEAC
1A9F621C,2D49FECD
0C3D8F77,261BC4A9
88AE72F1,FFFFFFFF
3C610215,3E29B56D
146695BD,2A2BCC86
37CA1D3E,3BE3778E
75EE8ED5,5AF72009
E78BA588,FFFFFFFF
54F37783,4A79A7A0
A37BB79B,FFFFFFFF
16277752,2B1268C2
265D8843,3328648D
70ADD17F,5852F1BD
3C0C6A30,3E061053
AAD2E205,FFFFFFFF
1210EA43,290831F8
620DD3D3,5106BC88
DBA0C771,FFFFFFFF
852A3ABF,FFFFFFFF
2072CFA4,30304B71
E355816A,FFFFFFFF
6B261587,5591CDC9
95BF5393,FFFFFFFF
BD9B02B3,FFFFFFFF
9DCDBF9A,FFFFFFFF
11F6A6CA,28FB4844
759A672E,5AC6D07F
2776F9E2,33B1CCDF
86C282A8,FFFFFFFF
59C993F6,4CE32A41
35820641,3AB671F9
C9BA4204,FFFFFFFF
8A4C5B0A,FFFFFFFF
DC049D7F,FFFFFFFF
A32CEB05,FFFFFFFF
C0EF2E5C,FFFFFFFF
7ECA3DBB,5F6389D5
4D147E7A,4689DDE2
A6A261D7,FFFFFFFF
CC6F5153,FFFFFFFF
14A533D8,2A4DA65A
D028B099,FFFFFFFF
8EE526E8,FFFFFFFF
059D876F,22C8D121
B0B79F1A,FFFFFFFF
BF55DC73,FFFFFFFF
D508BB7B,FFFFFFFF
5F45E346,4F9F2722
3A5709A7,3D25E7F4
AAB0CDCF,FFFFFFFF
9355ECB0,FFFFFFFF
E635FDA8,FFFFFFFF
2CF6DB94,367B6326
D58122B0,FFFFFFFF
B9553285,FFFFFFFF
E4FE9D7A,FFFFFFFF
DB2B7633,FFFFFFFF
ECA5DE70,FFFFFFFF
D6D9EF29,FFFFFFFF
656965FC,52ACD805
DCC581F6,FFFFFFFF
64B7F2F3,52590126
DE58422C,FFFFFFFF
31535B66,38A47AE7
A8BFCF56,FFFFFFFF
71EB40BA,58F56842
6146F4E5,509F9504
ED06E210,FFFFFFFF
E77C8B33,FFFFFFFF
6481428A,5235E876
DF5071AD,FFFFFFFF
014E7AAD,20A2922E
0F82DFF3,27B70A74
0EF16D82,27789B6D
9B31565A,FFFFFFFF
1B1C44CA,2D8D6E09
4CFE54A1,467F29F7
09282C18,2492B7B3
5A2352CB,4D109644
7E957188,5F439867
497ECA7C,44B49764
542184D4,4A0FC937
B5D3462C,FFFFFFFF
C9B5005A,FFFFFFFF
8C5324E6,FFFFFFFF
E38B5341,FFFFFFFF
8BEE06BD,FFFFFFFF
85EE5E22,FFFFFFFF
C21D5031,FFFFFFFF
D3A0760E,FFFFFFFF
970FD7A5,FFFFFFFF
CFF347AD,FFFFFFFF
7D8FF24A,5EBFF6DC
1A3B51C6,2D1AD83F
3D0C20EF,3E85ED56
496D0D44,44AE30FD
6341B03B,519D7483
AC072E40,FFFFFFFF
FCB3DF23,FFFFFFFF
65E4D13E,52F20701
DC36BC81,FFFFFFFF
F6502FE7,FFFFFFFF
7D9292F8,5EC1B55E
5512CD9A,4A89145D
3FDC8F7F,3FED9ED8
BA99388C,FFFFFFFF
476623CF,43ABA20F
47914061,43C0D520
682557D3,54117A6C
4E54C2B7,4725067B
72A3CF9A,594CC826
72B25C38,5955AEB9
73096F4D,5984A22E
DF370C7F,FFFFFFFF
62C7E98D,5162397C
E3B534F9,FFFFFFFF
E15A3E10,FFFFFFFF
D5062AA5,FFFFFFFF
C76A6445,FFFFFFFF
C1E24028,FFFFFFFF
9DC6A46A,FFFFFFFF
7F87ED3A,5FBA8A47
625F7CEA,5129226A
87F11D2B,FFFFFFFF
A68DD96F,FFFFFFFF
D3B556A1,FFFFFFFF
CA8E4E02,FFFFFFFF
C4F74D5F,FFFFFFFF
C8BDFF70,FFFFFFFF
5E4BEB71,4F218F6E
92CBA7CF,FFFFFFFF
CB776F88,FFFFFFFF
650286B8,528141C7
09BF27F9,24DD36FB
5DC00454,4EDDB657
636961CE,51ACD679
D50561DF,FFFFFFFF
10AD7001,2852B68C
82993FA0,FFFFFFFF
94521687,FFFFFFFF
CD119025,FFFFFFFF
7C42350D,5E1DAA76
7A2B6E7D,5D1421ED
7032A9A5,58173973
A11E0F70,FFFFFFFF
8BEF8586,FFFFFFFF
2BC78C23,35E2049B
9CCC08E3,FFFFFFFF
51DE3B95,48EE8502
D39F8A00,FFFFFFFF
D7715DDE,FFFFFFFF
3E0DA26D,3F06A50F
71F944B6,58FC9C9D
60837A4F,50377646
6E83F96D,5737CEE1
D023CD9E,FFFFFFFF
C15D3317,FFFFFFFF
062C0049,231460DD
1BEC2C8A,2DF5E322
5BC75CC3,4DE1E9C5
DF24E535,FFFFFFFF
D6D2C84C,FFFFFFFF
481095AF,44080A34
CA8B69BE,FFFFFFFF
EE3D0F19,FFFFFFFF
1FD67DD4,2FEA5416
4DDA204A,46EC4E35
092E8252,249574CA
089BD625,2447BC35
D95841DF,FFFFFFFF
EDEE5916,FFFFFFFF
358FB2FE,3ABFCCA2
2EEBDB7C,3775B8ED
140317E0,2A018993
6E586FCD,572671E4
40CCBC3F,4064EFED
082F81A5,2415E1F8
E206BA72,FFFFFFFF
726541F0,592B4DC1
7098FF29,5845E82E
36FC5CEB,3B7E2CCB
F97183A9,FFFFFFFF
5C0F936F,4E07907F
CF95EA7E,FFFFFFFF
931DE08D,FFFFFFFF
4F226CC5,4790304F
5BF231F5,4DF9007E
23829732,31B6D78D
14BF522D,2A5D4F65
270871D5,338427A7
7AE0D648,5D6FE9BF
4FBDE1C9,47DC79ED
CC53269D,FFFFFFFF
E7A6C887,FFFFFFFF
5ECEF57E,4F662D55
36D798E8,3B6AEE84
93F788BD,FFFFFFFF
69EFAA98,54F7B2D7
4BD506DB,45E986E9
7AA15561,5D4B3A37
0B74DE04,25B10A21
2B1A5831,358C8E6F
8C124A33,FFFFFFFF
EFF2F412,FFFFFFFF
275A4D7B,33A7292B
256EFCFA,32AEE6C0
DBB48062,FFFFFFFF
8998CFC0,FFFFFFFF
61900C8F,50C0085F
F2164C94,FFFFFFFF
FC04032E,FFFFFFFF
C5A400BA,FFFFFFFF
ABC19DFE,FFFFFFFF
FAA80E2C,FFFFFFFF
4B45E2B1,459F26E6
5EFC65E6,4F7E3151
8792799A,FFFFFFFF
E4AC56D7,FFFFFFFF
224F3E0E,3122DF07
A09D1560,FFFFFFFF
518C2311,48BD683A
B419D403,FFFFFFFF
CFE6BAEB,FFFFFFFF
59491CD0,4CA071C4
31B24089,38D59E23
FA268704,FFFFFFFF
A4F39D02,FFFFFFFF
4946A2C4,449F7411
16DD7ACD,2B6E1D77
211D9AE3,308E0883
78B76CB4,5C58B1E8
19C86BCF,2CE28324
556A5471,4AAD303A
BE191F08,FFFFFFFF
C7DC2785,FFFFFFFF
44019CB7,4200CDB6
EFF9470F,FFFFFFFF
D578D7EE,FFFFFFFF
8B74F9CD,FFFFFFFF
E23CA8BD,FFFFFFFF
0A425DE2,251DBB08
E3557D81,FFFFFFFF
66D163E1,5367866E
B0ABC636,FFFFFFFF
F3316C9B,FFFFFFFF
9AEBF531,FFFFFFFF
BBF14918,FFFFFFFF
1E2E5F49,2F1565C9
09CFC73D,24E6A1DB
15D9E930,2AEC305A
BE54180E,FFFFFFFF
D15D3D31,FFFFFFFF
0A35C246,25188775
4D01244E,468091D4
E1F48749,FFFFFFFF
24100C1D,3207C96C
569CE22C,4B4867AF
1E03FF29,2F01FBA6
1EACC2E8,2F524D4C
F2D1AB46,FFFFFFFF
DFA1ACCE,FFFFFFFF
AF7EC6CC,FFFFFFFF
B90ABD02,FFFFFFFF
B88C6099,FFFFFFFF
89531518,FFFFFFFF
54179CF8,4A0B4EA2
AEF742D9,FFFFFFFF
22D08D3C,31670FA4
3E5EB09F,3F28D50B
0ABCF991,255BF2F2
CD727417,FFFFFFFF
515EC2F0,48A8DBFC
E7735FF0,FFFFFFFF
842218B8,FFFFFFFF
2C130C7E,360931B6
DA668769,FFFFFFFF
B0FFEE90,FFFFFFFF
AD84067D,FFFFFFFF
3E8D9D5E,3F3E6736
AF3ECE1D,FFFFFFFF
DB878640,FFFFFFFF
13FB4C53,29FDA35F
62FE43B5,517F217A
49799EF7,44B2BFF1
3D16D053,3E8AF07D
F5CF2166,FFFFFFFF
987E2DDB,FFFFFFFF
E1904389,FFFFFFFF
54A5E57C,4A4E14CD
781F50CE,5C0ECD4E
F5AA74D3,FFFFFFFF
F4810B7B,FFFFFFFF
1E023AEC,2F011C3A
AF39DADB,FFFFFFFF
31862FCA,38B957A5
E9874A21,FFFFFFFF
41E2CF77,40F0F6AF
E106655E,FFFFFFFF
8FF80879,FFFFFFFF
A8FD88B9,FFFFFFFF
D8C812A4,FFFFFFFF
81C4E7C8,FFFFFFFF
53BA31F8,49DA534B
80475AAF,FFFFFFFF
D5D17C7B,FFFFFFFF
BC45B0D8,FFFFFFFF
05D78F81,22EAE965
CC3801FF,FFFFFFFF
BFD16529,FFFFFFFF
4330DC8C,419675D0
E08FF01A,FFFFFFFF
7C02A635,5E01515E
E5AA9BDA,FFFFFFFF
92651705,FFFFFFFF
C4C7A18B,FFFFFFFF
37CF3FB5,3BE65697
2CA51188,364D90FD
3866CDCE,3C2BE167
5E214935,4F0FAEAB
33BB0B34,39DAD283
37ED12DF,3BF65AEC
DEC81727,FFFFFFFF
AC063332,FFFFFFFF
B4E9AAAA,FFFFFFFF
39436C9D,3C9E28BC
E319546F,FFFFFFFF
9578EFE0,FFFFFFFF
1E3EB06E,2F1C3B35
0EC83899,27626632
96345675,FFFFFFFF
854A6611,FFFFFFFF
743F98CB,5A1C9A48
77DDC3FB,5BEE44CA
08840C36,2437DBF5
043CCCFB,221B74AC
427DA2F1,41342E88
6E629F6F,572A5107
BDF828BD,FFFFFFFF
656DA3A4,52AE6834
F3011A9C,FFFFFFFF
762BCB5A,5B144A06
BE340B0C,FFFFFFFF
AC9228C9,FFFFFFFF
81B2E643,FFFFFFFF
3027913C,38127416
8B51310E,FFFFFFFF
2F15B735,378A6EC3
FA199F29,FFFFFFFF
C6E631DF,FFFFFFFF
BBCAE6F9,FFFFFFFF
BC182117,FFFFFFFF
7E4B8FAE,5F216B10
08164AB3,240AB2E3
D95FA2F3,FFFFFFFF
C6D9A9ED,FFFFFFFF
ECFEF92A,FFFFFFFF
18C325A3,2C5F8316
C7093CA6,FFFFFFFF
231407D2,3189A6C2
ED244808,FFFFFFFF
1246CC64,291F84C5
35422AC1,3A9DA648
4D338792,46979742
BDFBBDA9,FFFFFFFF
776CF28A,5BAE272B
E28B9FC6,FFFFFFFF
534714A8,499FA1C1
DD53BA49,FFFFFFFF
30BD8ABF,385C475F
4E084E30,47041663
079C234F,23C7EDA2
1DE45D2C,2EF1C996
EA3C7B92,FFFFFFFF
ACC7D6BA,FFFFFFFF
5A27B934,4D12858C
6BA29679,55CC040F
B4BA21D1,FFFFFFFF
2A3B17B6,351AC03E
60E87738,5073F2FF
F68DD839,FFFFFFFF
01A71F85,20CED77E
3B874BAE,3DBA1B4C
567E6826,4B347487
01114D17,20886061
BB4C9782,FFFFFFFF
6FF85D60,57FC274A
FAB9FFB3,FFFFFFFF
16C945AF,2B62FE21
74B08592,5A549411
6CDDFAF6,566E6252
16A88133,2B4FB1E9
C63E7E2D,FFFFFFFF
BBE58003,FFFFFFFF
8DB1C602,FFFFFFFF
C7491716,FFFFFFFF
8F3FD7F2,FFFFFFFF
F2255687,FFFFFFFF
8FBA1816,FFFFFFFF
2617AD86,330B563C
E83351C5,FFFFFFFF
CEBEC532,FFFFFFFF
EB17FA71,FFFFFFFF
026739DA,212C099E
AF0F070F,FFFFFFFF
CF90CFC2,FFFFFFFF
226E7611,312EB55B
E2357EF4,FFFFFFFF
DED76277,FFFFFFFF
91AD3994,FFFFFFFF
570F5247,4B8771B9
D19D65E2,FFFFFFFF
4DF8E2FE,46FC6B15
F7A1F750,FFFFFFFF
D06E53CD,FFFFFFFF
6E4B077A,57213506
5F0625FB,4F8309C2
268ED8D2,333F3AD1
6D4B9C70,56A1701F
B3F1789F,FFFFFFFF
BDD40CA7,FFFFFFFF
7ED70F7C,5F6AA399
1F7B6911,2FB363AB
F23ED405,FFFFFFFF
035D2AD9,21A84109
0538C445,2299C937
3A7D9CEA,3D342C64
CC5B9895,FFFFFFFF
78B49B8E,5C570648
697E3406,54B46209
E8AD1486,FFFFFFFF
3A87F8E2,3D3A9246
23A71AFE,31CED4B1
4415C524,420A7534
082D8B09,24150AC0
AF93E944,FFFFFFFF
7BBE5728,5DDCBE06
094254C8,249DB757
836F33E1,FFFFFFFF
A1C71057,FFFFFFFF
FCEAAE0B,FFFFFFFF
03D70310,21EA9CD2
744B3042,5A214536
85A4CD07,FFFFFFFF
6CD9D9EA,566C2813
4AD9549D,456BDFC8
4AEDE3C4,4576C75E
953EECD4,FFFFFFFF
3C03D68F,3E01E7A6
F329C7CB,FFFFFFFF
C2988C25,FFFFFFFF
7C3B7F31,5E1AEB04
5004BF47,48025A1B
EA7A448B,FFFFFFFF
3FC37750,3FDFB1D7
CDA41429,FFFFFFFF
D6F43FB0,FFFFFFFF
64E666EF,5272DD30
2A7156C6,352FC26B
C1EA4CE6,FFFFFFFF
9CA03445,FFFFFFFF
FE2FCFF7,FFFFFFFF
A77FDC94,FFFFFFFF
C8139C75,FFFFFFFF
3D096FE8,3E84A279
9DB1500E,FFFFFFFF
B135EC28,FFFFFFFF
BC7EB9A8,FFFFFFFF
DD5A2830,FFFFFFFF
F7EDE45A,FFFFFFFF
05094E19,22849228
9E200EC7,FFFFFFFF
1A22EDD8,2D10698E
9B83B1C9,FFFFFFFF
80919E4D,FFFFFFFF
BFBD750F,FFFFFFFF
EECCD049,FFFFFFFF
C6E3A209,FFFFFFFF
10BCEE6C,285BEC76
D591F176,FFFFFFFF
BEEECBB9,FFFFFFFF
D7BC8193,FFFFFFFF
4AD4F0DF,45697ADC
8E243A15,FFFFFFFF
93FFAD15,FFFFFFFF
1F7C7B16,2FB3C553
358DDFAD,3ABE93C4
BAA9FC6A,FFFFFFFF
8CDBAA06,FFFFFFFF
69E2D899,54F0FB89
36606112,3B2978A9
70C1C1F8,585EB70A
2A0DE000,3506C250
5657B270,4B262904
FCC2AE6F,FFFFFFFF
C7FBBF3E,FFFFFFFF
C80C0D8A,FFFFFFFF
93617706,FFFFFFFF
13D0D660,29E73825
D71644C6,FFFFFFFF
8376170E,FFFFFFFF
13209887,298F5FE3
8D3400AC,FFFFFFFF
E7539FEB,FFFFFFFF
E18ABDDC,FFFFFFFF
B959C03C,FFFFFFFF
90C6BF36,FFFFFFFF
831211A6,FFFFFFFF
E3A7A80B,FFFFFFFF
65148C01,5289E42A
28220B13,341004EC
9CBB4BA1,FFFFFFFF
868E885D,FFFFFFFF
00627CA0,202A43F2
A9C282D7,FFFFFFFF
CD57EA34,FFFFFFFF
D2CB6C99,FFFFFFFF
DD7BCCBE,FFFFFFFF
4B062AD7,45830C22
97A075C4,FFFFFFFF
880D648D,FFFFFFFF
908072F9,FFFFFFFF
10272BD5,281247BF
4608E777,43046092
E82E2A8C,FFFFFFFF
70FD34BD,587E9963
D00D63B5,FFFFFFFF
29FB1432,34FD870A
61A786D2,50CF1761
EBC4BE82,FFFFFFFF
02C34C74,215F994F
2AF0970E,35782CEA
01AB7286,20D1802B
DC4CAAC7,FFFFFFFF
10C8B254,2862AAFA
1DF61464,2EFAFDA6
71820F33,58B67840
3E60EE80,3F29AE0A
8555288F,FFFFFFFF
CBFF134D,FFFFFFFF
A0BA68C8,FFFFFFFF
D7982494,FFFFFFFF
B744B27E,FFFFFFFF
121C6FAC,290D816F
31D890D3,38EB7571
34847EF4,3A382BC6
25F34FA0,32F9932C
EC9B8826,FFFFFFFF
EA65B37F,FFFFFFFF
B92C704F,FFFFFFFF
FC694A29,FFFFFFFF
567ED1B7,4B3499F4
375936D6,3BA6BE5A
71EAD6BB,58F530F3
E3DD3179,FFFFFFFF
CF87B70E,FFFFFFFF
5DD6FE6F,4EEA9A4B
D1AC6803,FFFFFFFF
929ABC33,FFFFFFFF
90036D77,FFFFFFFF
BD3C6F86,FFFFFFFF
9521159D,FFFFFFFF
A6E1D52C,FFFFFFFF
E184E334,FFFFFFFF
B1DFD1DA,FFFFFFFF
6BA6E571,55CEB38A
28BD175D,345C0448
58907AEE,4C4051E2
4216FEF5,410B05F7
69AE3DB0,54D33359
921DF8A5,FFFFFFFF
567ED8B3,4B349C6D
02509B14,212367F3
5FDD5FEF,4FEE0F05
A976DF20,FFFFFFFF
F95C519C,FFFFFFFF
DE14340F,FFFFFFFF
3FE3B6A9,3FF17160
B8A5E863,FFFFFFFF
16C8AB82,2B62A720
CA2F1124,FFFFFFFF
4E10D563,47082828
505C36C4,4827E417
B342706F,FFFFFFFF
F3447B6D,FFFFFFFF
47FFA49E,43FFD24B
E053DE6E,FFFFFFFF
431CE105,418DB4A9
D34E71E7,FFFFFFFF
64758D2A,52314966
4D935034,46C23241
A3140142,FFFFFFFF
08889B56,243B0199
2B429F48,359DD58F
740C5B5A,5A06093E
F4287F7D,FFFFFFFF
18B6F4C0,2C586B02
A491950E,FFFFFFFF
66FA7A1A,537D3932
5B6F82B6,4DAF17A9
CD4EA0E7,FFFFFFFF
8C5D0872,FFFFFFFF
2E7E4E70,37346B68
A4CC5F6D,FFFFFFFF
2CD8D411,366B99FC
85BA142E,FFFFFFFF
C683CD8E,FFFFFFFF
93586EAB,FFFFFFFF
5CCF438C,4E6658B9
9CEC0EEE,FFFFFFFF
3AE8B8DF,3D741570
2A4DCDFE,35224E25
37B78F47,3BD8C654
DF2EB40A,FFFFFFFF
C6B0ABA9,FFFFFFFF
DA2ECB73,FFFFFFFF
DBC7F1F4,FFFFFFFF
627126E6,512FB0FC
C46B63ED,FFFFFFFF
DC704FF7,FFFFFFFF
BDD99C24,FFFFFFFF
8B06086F,FFFFFFFF
D847B1A3,FFFFFFFF
9BE60CD0,FFFFFFFF
82F6E1E7,FFFFFFFF
1EC67423,2F6165D1
5CECFE86,4E76505A
E65E3AFC,FFFFFFFF
6D6BA008,56ADAA98
59841E93,4CB7E8BE
FB551772,FFFFFFFF
5DC84E19,4EE27259
0D9C733D,26C820C8
210798FE,3083BE7A
AFDB2BE3,FFFFFFFF
DBBA9590,FFFFFFFF
C3F9B936,FFFFFFFF
5AFBF3C6,4D7DF7D2
